,Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1888,1889,534278170,20,6,76.0,8243,0,-1.0,1,0,0,2,0,0,0,0,0,0,5,7,1961,1961,1,0,1,1,2,56.0,2,3,0,2.0,2.0,1,2,700.0,4,0.0,264.0,964.0,0,4,1,0,964,0,0,964,0.0,0.0,1,0,3,1,2,5,0,1,1.0,3,1985.0,2.0,2.0,784.0,2.0,2.0,1,170,0,0,0,0,0,-1.0,2,-1,0,2,2007,0,0,137500
1889,1890,534278190,20,6,70.0,8680,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,7,1960,1960,0,0,3,4,-1,0.0,2,2,0,2.0,2.0,1,4,0.0,4,0.0,894.0,894.0,0,2,1,0,894,0,0,894,0.0,0.0,1,0,3,1,2,5,0,0,-1.0,3,1965.0,0.0,1.0,312.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,1,2007,0,0,117600
1890,1891,534401120,20,6,80.0,8800,0,-1.0,0,0,0,0,0,0,0,0,0,0,7,6,1966,1966,0,0,4,0,2,202.0,2,2,0,2.0,2.0,1,0,654.0,4,0.0,520.0,1174.0,0,4,1,0,1200,0,0,1200,0.0,1.0,2,0,3,1,2,6,0,1,2.0,0,1966.0,1.0,2.0,440.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,1,-1,0,10,2007,8,0,163500
1891,1892,534401200,80,6,80.0,9200,0,-1.0,0,0,0,0,0,0,0,0,0,4,6,5,1965,1965,1,0,4,5,2,98.0,2,2,0,2.0,2.0,0,3,494.0,4,0.0,548.0,1042.0,0,2,1,0,1042,0,0,1042,0.0,0.0,2,0,3,1,2,5,0,0,-1.0,0,1965.0,1.0,2.0,440.0,2.0,2.0,1,192,0,0,0,0,0,-1.0,2,-1,0,5,2007,0,0,161000
1892,1893,534403040,80,6,85.0,9350,0,-1.0,0,0,0,0,0,0,0,0,0,4,6,7,1964,1991,0,0,4,5,2,108.0,2,2,0,3.0,2.0,0,5,270.0,2,580.0,452.0,1302.0,0,4,1,0,1302,0,0,1302,0.0,1.0,2,0,3,1,3,7,2,0,-1.0,0,1964.0,1.0,1.0,309.0,2.0,2.0,1,333,0,0,0,0,0,-1.0,1,-1,0,10,2007,8,0,158000
1893,1894,534403290,60,6,80.0,8800,0,-1.0,0,0,0,0,0,0,0,0,0,1,6,7,1964,1997,1,0,6,7,2,306.0,2,3,0,2.0,2.0,1,2,414.0,4,0.0,431.0,845.0,0,4,1,0,845,1309,0,2154,0.0,0.0,2,1,5,1,2,8,0,1,3.0,0,1964.0,1.0,2.0,539.0,2.0,2.0,1,0,0,0,0,161,0,-1.0,1,-1,0,7,2007,0,0,224500
1897,1898,534427140,20,6,75.0,7388,0,-1.0,0,0,0,1,0,0,0,0,0,0,5,6,1959,2002,1,0,6,7,-1,0.0,2,2,0,2.0,2.0,1,1,405.0,4,0.0,658.0,1063.0,0,3,1,0,1327,0,0,1327,1.0,0.0,1,0,3,1,3,7,0,0,-1.0,3,1974.0,0.0,2.0,624.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,7,2007,0,0,150750
1898,1899,534429030,90,6,70.0,9842,0,-1.0,0,0,0,3,0,0,0,0,2,0,4,5,1962,1962,1,0,4,5,-1,0.0,2,2,4,-1.0,-1.0,-1,-1,0.0,-1,0.0,0.0,0.0,0,2,1,0,1224,0,0,1224,0.0,0.0,2,0,2,2,2,6,0,0,-1.0,5,1962.0,0.0,2.0,462.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,3,2007,0,0,101800
1899,1900,534430090,20,6,57.0,8280,0,-1.0,1,0,0,0,0,0,0,0,0,0,6,5,1950,1950,1,0,0,3,-1,0.0,2,2,0,2.0,2.0,1,4,0.0,4,0.0,932.0,932.0,0,4,1,1,932,0,0,932,0.0,0.0,1,0,2,1,3,4,0,1,3.0,0,1950.0,0.0,1.0,306.0,2.0,2.0,1,0,0,214,0,0,0,-1.0,2,-1,0,11,2007,0,0,124000
1900,1901,534431020,45,6,85.0,12172,0,-1.0,0,0,0,0,0,0,0,0,0,6,5,7,1940,1996,1,0,2,5,-1,0.0,2,2,1,2.0,2.0,1,5,130.0,1,259.0,433.0,822.0,0,2,1,0,908,0,0,908,0.0,0.0,1,0,2,1,2,4,0,0,-1.0,0,1975.0,0.0,2.0,512.0,2.0,2.0,1,284,24,0,0,192,0,-1.0,1,-1,0,10,2007,0,0,138500
1904,1905,534453080,20,6,50.0,5175,0,-1.0,0,0,0,0,0,13,7,1,0,0,5,8,1958,2000,1,0,1,1,-1,0.0,2,2,0,2.0,2.0,1,0,150.0,2,404.0,254.0,808.0,0,4,1,0,808,0,0,808,0.0,0.0,1,0,2,1,2,5,0,0,-1.0,3,1963.0,0.0,1.0,308.0,2.0,2.0,2,143,0,0,0,0,0,-1.0,-1,-1,0,7,2007,2,0,112000
1905,1906,534475170,60,6,100.0,9500,0,-1.0,0,0,0,1,0,0,5,0,0,1,6,6,1964,1978,1,0,1,1,3,272.0,2,2,0,2.0,2.0,1,1,442.0,4,0.0,374.0,816.0,0,2,1,0,1127,850,0,1977,0.0,1.0,1,1,4,1,2,9,0,1,2.0,0,1964.0,1.0,2.0,540.0,2.0,2.0,1,0,52,0,0,0,0,-1.0,2,-1,0,6,2007,0,0,165000
1906,1907,534476080,20,6,80.0,9600,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,6,1955,1955,0,0,4,5,2,176.0,2,3,0,2.0,2.0,1,0,368.0,4,0.0,710.0,1078.0,0,4,1,0,1150,0,0,1150,1.0,0.0,1,0,2,1,2,6,0,0,-1.0,0,1955.0,2.0,1.0,288.0,2.0,2.0,1,0,0,0,0,175,0,-1.0,1,-1,0,10,2007,0,0,144000
1907,1908,534478140,90,6,95.0,11345,0,-1.0,0,0,0,1,0,0,1,0,2,1,5,5,1948,1950,1,6,7,10,0,567.0,2,2,0,2.0,2.0,1,1,220.0,4,0.0,708.0,928.0,0,3,1,1,928,992,0,1920,0.0,0.0,2,0,4,2,2,10,0,0,-1.0,3,1948.0,0.0,2.0,400.0,2.0,1.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,7,2007,0,0,137000
1908,1909,534479120,50,6,79.0,9492,0,-1.0,0,0,0,0,0,0,5,0,0,2,5,5,1941,1950,1,0,8,6,-1,0.0,2,2,0,2.0,2.0,1,1,368.0,0,41.0,359.0,768.0,0,2,1,0,968,408,0,1376,1.0,0.0,1,0,3,1,2,6,0,1,3.0,0,1941.0,0.0,1.0,240.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,4,2007,0,0,105000
1909,1910,534479140,70,6,79.0,9480,0,-1.0,0,0,0,0,0,0,5,0,0,1,5,7,1942,1995,1,0,6,7,0,224.0,2,2,0,2.0,2.0,1,5,386.0,4,0.0,342.0,728.0,0,4,1,0,888,756,0,1644,0.0,0.0,1,1,3,1,3,7,0,2,3.0,0,1942.0,0.0,1.0,312.0,2.0,2.0,1,168,0,0,0,0,0,-1.0,-1,-1,0,6,2007,0,0,146500
1910,1911,535101150,90,6,63.0,8668,0,-1.0,0,0,0,1,0,0,0,0,2,0,5,5,1968,1968,1,0,6,7,-1,0.0,2,2,0,2.0,2.0,1,4,0.0,4,0.0,1560.0,1560.0,0,2,1,0,1560,0,0,1560,0.0,0.0,2,0,4,2,2,8,0,0,-1.0,3,1968.0,0.0,3.0,792.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,5,2007,0,0,126000
1912,1913,535105110,80,6,100.0,9600,0,-1.0,1,0,0,0,0,0,0,0,0,4,6,5,1961,1961,0,0,8,6,2,291.0,2,2,0,2.0,2.0,3,2,600.0,4,0.0,618.0,1218.0,0,2,1,0,1254,0,0,1254,1.0,0.0,1,0,3,1,2,6,0,1,3.0,0,1961.0,1.0,2.0,525.0,2.0,2.0,1,0,0,0,0,168,0,-1.0,-1,-1,0,5,2007,0,0,158500
1913,1914,535106140,20,6,70.0,10150,0,-1.0,0,0,0,0,0,0,1,0,0,0,5,5,1958,1958,1,0,2,2,-1,1.0,2,2,0,2.0,2.0,1,1,456.0,4,0.0,456.0,912.0,0,4,1,1,912,0,0,912,0.0,0.0,1,0,2,1,2,5,0,0,-1.0,0,1958.0,1.0,1.0,275.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,7,2007,2,0,114500
1914,1915,535106180,50,6,78.0,11344,0,-1.0,0,0,0,0,0,0,1,0,0,2,5,5,1958,1958,1,0,6,7,2,180.0,2,2,0,2.0,2.0,1,0,460.0,4,0.0,414.0,874.0,1,2,1,1,874,650,0,1524,0.0,0.0,1,1,3,1,2,7,0,0,-1.0,0,1958.0,0.0,1.0,315.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,3,-1,0,7,2007,0,0,144000
1916,1917,535151020,20,6,73.0,8760,0,-1.0,0,0,0,0,0,0,0,0,0,0,6,7,1957,1999,1,0,1,1,-1,0.0,2,2,0,2.0,2.0,1,2,873.0,4,0.0,63.0,936.0,0,2,1,0,936,0,0,936,1.0,0.0,1,0,2,1,3,4,0,0,-1.0,0,1957.0,1.0,1.0,315.0,2.0,2.0,1,0,0,0,219,0,0,-1.0,-1,-1,0,9,2007,0,0,141000
1917,1918,535151100,20,6,65.0,6860,0,-1.0,1,0,0,0,0,0,0,0,0,0,5,6,1956,1956,1,0,2,2,3,54.0,2,2,0,2.0,2.0,1,3,908.0,4,0.0,100.0,1008.0,0,4,1,0,1008,0,0,1008,1.0,0.0,1,0,3,1,1,6,0,0,-1.0,3,1964.0,0.0,1.0,308.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,12,2007,0,0,131000
1918,1919,535151110,20,6,60.0,8250,0,-1.0,0,0,0,1,0,0,0,0,0,0,5,7,1963,1963,1,0,6,7,-1,0.0,2,2,0,2.0,2.0,1,2,288.0,4,0.0,765.0,1053.0,0,3,1,0,1053,0,0,1053,1.0,0.0,1,0,3,1,3,6,0,0,-1.0,6,1994.0,1.0,2.0,692.0,2.0,2.0,1,240,0,0,0,109,0,-1.0,-1,-1,0,7,2007,0,0,142100
1919,1920,535152060,20,6,70.0,8176,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,6,1958,1992,1,0,2,2,-1,0.0,2,2,0,2.0,2.0,1,1,846.0,4,0.0,210.0,1056.0,0,1,1,0,1056,0,0,1056,1.0,0.0,1,0,3,1,2,6,0,0,-1.0,0,1958.0,1.0,1.0,308.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,8,2007,0,0,139000
1920,1921,535154080,20,6,75.0,9750,0,-1.0,0,0,0,0,0,0,0,0,0,0,6,6,1958,1958,1,0,6,7,2,243.0,2,2,0,2.0,2.0,1,1,608.0,4,0.0,834.0,1442.0,0,3,1,0,1442,0,0,1442,0.0,0.0,1,1,4,1,2,7,0,0,-1.0,0,1958.0,1.0,1.0,301.0,2.0,2.0,1,0,0,275,0,0,0,-1.0,-1,2,500,4,2007,2,0,157900
1921,1922,535155110,20,6,80.0,9250,0,-1.0,0,0,0,1,0,0,0,0,0,0,5,7,1954,2005,1,0,2,2,-1,0.0,2,2,0,2.0,2.0,1,0,480.0,5,468.0,108.0,1056.0,0,2,1,0,1056,0,0,1056,0.0,1.0,1,0,3,1,2,6,0,0,-1.0,0,1954.0,0.0,1.0,260.0,2.0,2.0,1,390,0,0,0,0,0,-1.0,-1,-1,0,7,2007,0,0,139400
1922,1923,535176070,20,6,90.0,11988,0,-1.0,1,0,0,1,0,0,1,0,0,0,6,6,1957,1957,1,0,1,1,-1,0.0,2,2,0,2.0,2.0,1,1,777.0,4,0.0,467.0,1244.0,0,4,1,1,1244,0,0,1244,0.0,0.0,1,1,3,1,2,6,0,2,3.0,0,1957.0,0.0,1.0,336.0,2.0,2.0,1,0,40,0,0,0,0,-1.0,-1,-1,0,5,2007,0,0,150000
1923,1924,535177020,20,6,70.0,9100,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,5,1960,1960,0,0,4,5,3,69.0,2,2,0,2.0,2.0,1,4,0.0,4,0.0,1144.0,1144.0,0,2,1,0,1144,0,0,1144,0.0,0.0,1,0,3,1,2,6,0,1,3.0,0,1960.0,1.0,1.0,336.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,6,2007,0,0,120000
1924,1925,535177110,20,6,80.0,9736,0,-1.0,0,0,0,0,0,0,1,0,0,0,6,6,1957,1969,1,0,2,2,2,289.0,2,2,0,2.0,2.0,1,0,668.0,1,138.0,525.0,1331.0,0,3,1,0,1721,0,0,1721,0.0,0.0,1,0,4,1,2,8,0,3,2.0,0,1957.0,0.0,2.0,464.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,4,2007,0,0,174850
1925,1926,535179120,20,6,72.0,9770,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,5,1957,1957,1,0,2,2,-1,0.0,2,2,0,2.0,2.0,1,1,512.0,4,0.0,410.0,922.0,0,2,1,1,922,0,0,922,1.0,0.0,1,0,2,1,2,5,0,0,-1.0,0,1957.0,0.0,1.0,308.0,2.0,2.0,1,0,34,0,0,0,0,-1.0,3,-1,0,4,2007,0,0,116000
1926,1927,535180030,20,6,72.0,10152,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,5,1956,1956,0,0,6,7,2,120.0,2,2,0,2.0,2.0,1,0,586.0,4,0.0,462.0,1048.0,0,2,1,0,1048,0,0,1048,1.0,0.0,1,0,3,1,2,6,0,0,-1.0,0,1956.0,0.0,1.0,286.0,2.0,2.0,1,0,20,0,0,192,0,-1.0,-1,-1,0,6,2007,0,0,135000
1928,1929,535181140,20,6,70.0,12198,0,-1.0,1,0,0,0,0,0,0,0,0,0,5,6,1955,1975,1,0,1,1,-1,0.0,2,2,0,2.0,2.0,3,1,780.0,4,0.0,424.0,1204.0,0,2,1,0,1411,0,0,1411,0.0,0.0,1,0,3,1,2,7,0,1,2.0,0,1955.0,1.0,1.0,310.0,2.0,2.0,1,278,82,0,0,0,0,-1.0,-1,-1,0,6,2007,2,0,130000
1929,1930,535300040,20,6,75.0,10050,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,5,1955,1955,0,0,6,7,-1,0.0,2,2,0,2.0,2.0,1,1,288.0,4,0.0,928.0,1216.0,0,2,1,0,1216,0,0,1216,1.0,0.0,1,0,3,1,2,5,0,0,-1.0,0,1955.0,1.0,1.0,336.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,8,2007,0,0,129500
1930,1931,535301060,20,6,60.0,11556,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,9,1953,2006,1,0,1,7,-1,0.0,2,4,0,2.0,2.0,1,0,408.0,4,0.0,456.0,864.0,0,3,1,0,1154,0,0,1154,0.0,0.0,1,1,3,1,4,6,0,0,-1.0,3,1962.0,0.0,1.0,336.0,2.0,2.0,1,63,0,0,0,0,0,-1.0,-1,-1,0,7,2007,0,0,142000
1931,1932,535301160,90,6,70.0,8078,0,-1.0,0,0,0,0,0,0,0,0,2,0,5,5,1958,1958,0,0,2,2,0,260.0,2,2,0,2.0,2.0,1,4,0.0,4,0.0,1560.0,1560.0,0,2,1,0,1560,0,0,1560,0.0,0.0,2,0,4,2,2,8,0,0,-1.0,3,1958.0,0.0,2.0,484.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,12,2007,0,0,128600
1932,1933,535302070,20,6,60.0,10950,0,-1.0,0,0,0,0,0,0,0,0,0,0,6,6,1952,1952,0,0,2,2,-1,0.0,2,2,0,2.0,2.0,1,2,441.0,4,0.0,507.0,948.0,0,2,1,0,948,0,0,948,0.0,0.0,1,0,2,1,2,5,0,0,-1.0,3,1952.0,0.0,2.0,410.0,2.0,2.0,2,0,48,0,0,0,0,-1.0,-1,-1,0,4,2007,0,0,125000
1933,1934,535304170,20,6,68.0,7942,0,-1.0,0,0,0,0,0,0,0,0,0,0,6,7,1953,1953,0,0,2,2,-1,0.0,2,2,0,2.0,2.0,1,1,85.0,2,955.0,0.0,1040.0,0,2,1,2,1040,0,0,1040,0.0,1.0,1,0,3,1,2,6,0,0,-1.0,0,1953.0,2.0,1.0,293.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,1,-1,0,6,2007,0,0,136000
1934,1935,535305180,20,6,66.0,8923,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,7,1953,2006,1,0,2,2,-1,0.0,2,2,0,2.0,2.0,1,0,643.0,4,0.0,365.0,1008.0,0,3,1,0,1008,0,0,1008,1.0,0.0,1,0,2,1,3,6,0,0,-1.0,0,1953.0,0.0,1.0,240.0,2.0,2.0,1,0,18,0,0,0,0,-1.0,-1,-1,0,5,2007,0,0,134500
1935,1936,535325090,20,6,71.0,8540,0,-1.0,0,0,0,1,0,0,0,0,0,0,5,8,1956,2003,1,0,1,1,-1,0.0,2,3,0,2.0,2.0,1,1,114.0,2,691.0,120.0,925.0,0,2,1,0,925,0,0,925,1.0,0.0,1,0,3,1,3,5,0,0,-1.0,3,1956.0,0.0,1.0,252.0,2.0,2.0,1,152,0,0,0,0,0,-1.0,-1,-1,0,6,2007,0,0,127000
1936,1937,535325280,80,6,60.0,7134,0,-1.0,0,1,0,0,1,0,0,0,0,4,5,5,1955,1955,1,0,6,7,-1,0.0,2,2,0,2.0,2.0,1,2,384.0,4,0.0,0.0,384.0,0,2,1,0,1360,0,0,1360,0.0,0.0,1,0,3,1,2,6,2,1,2.0,3,1962.0,0.0,2.0,572.0,2.0,2.0,1,0,50,0,0,0,0,-1.0,1,-1,0,2,2007,0,0,130000
1937,1938,535325320,50,6,55.0,7150,0,-1.0,0,0,0,0,0,0,0,0,0,2,4,4,1955,1955,1,0,6,7,-1,0.0,2,2,1,2.0,2.0,1,1,150.0,4,0.0,1040.0,1190.0,0,3,1,0,1040,500,0,1540,1.0,0.0,1,0,4,1,1,7,0,0,-1.0,3,2002.0,0.0,1.0,352.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,8,2007,0,0,115000
1938,1939,535327160,20,6,70.0,8400,0,-1.0,0,0,0,1,0,0,0,0,0,0,5,5,1955,1955,1,0,6,7,-1,0.0,2,3,0,2.0,2.0,1,0,793.0,4,0.0,130.0,923.0,0,2,1,0,925,0,0,925,1.0,0.0,1,0,3,1,2,5,0,2,2.0,0,1955.0,0.0,1.0,390.0,2.0,2.0,1,81,0,0,0,0,0,-1.0,3,-1,0,3,2007,0,0,116900
1939,1940,535327200,20,6,70.0,13300,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,7,1956,2000,0,0,2,2,-1,0.0,2,2,0,3.0,2.0,1,1,377.0,4,0.0,551.0,928.0,0,2,1,0,928,0,0,928,0.0,0.0,1,0,2,1,2,4,0,0,-1.0,0,1956.0,0.0,1.0,252.0,2.0,2.0,1,261,0,156,0,0,0,-1.0,-1,-1,0,6,2007,0,0,132000
1940,1941,535353050,20,6,75.0,9532,0,-1.0,0,0,0,0,0,0,0,0,0,0,4,6,1953,1953,1,0,1,1,-1,0.0,2,2,0,2.0,2.0,1,0,595.0,1,354.0,156.0,1105.0,0,3,1,0,1647,0,0,1647,1.0,0.0,1,0,3,1,2,6,2,1,1.0,0,1953.0,2.0,1.0,280.0,2.0,2.0,1,225,0,0,0,0,368,2.0,2,-1,0,2,2007,0,0,153000
1943,1944,535354050,45,6,60.0,9600,0,-1.0,0,0,0,0,0,0,0,0,0,6,5,7,1949,2003,1,0,6,7,-1,0.0,2,2,0,2.0,2.0,1,2,220.0,4,0.0,625.0,845.0,0,2,1,0,893,0,0,893,0.0,1.0,1,0,2,1,3,4,0,0,-1.0,3,1985.0,0.0,2.0,576.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,5,2007,0,0,135000
1945,1946,535355020,70,6,113.0,21281,0,-1.0,0,0,0,0,0,0,0,0,0,1,5,4,1935,2007,1,0,2,7,-1,0.0,2,2,3,2.0,1.0,1,4,0.0,4,0.0,666.0,666.0,0,3,1,0,1308,1778,0,3086,0.0,0.0,3,1,4,1,3,9,2,0,-1.0,1,2007.0,0.0,3.0,1200.0,2.0,2.0,1,0,208,290,0,156,0,-1.0,-1,-1,0,11,2007,0,2,301600
1946,1947,535375130,50,6,60.0,10134,0,-1.0,0,0,0,0,0,14,0,0,0,2,5,6,1940,1950,1,0,6,7,-1,0.0,2,2,0,2.0,2.0,1,4,0.0,4,0.0,735.0,735.0,0,3,1,1,735,299,0,1034,0.0,0.0,1,0,2,1,2,5,0,0,-1.0,3,1940.0,0.0,1.0,240.0,2.0,2.0,1,0,39,0,0,0,0,-1.0,-1,-1,0,7,2007,0,0,109000
1948,1949,535378080,50,6,60.0,10284,0,-1.0,0,0,0,1,0,14,0,0,0,2,4,7,1925,1993,1,0,6,7,-1,0.0,2,2,0,2.0,2.0,2,2,1030.0,5,66.0,55.0,1151.0,0,4,1,0,845,436,0,1281,1.0,0.0,2,0,1,1,2,6,1,0,-1.0,3,1978.0,0.0,2.0,580.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,8,2007,0,3,128500
1949,1950,535379060,30,6,60.0,10800,0,1.0,0,0,0,0,0,14,0,0,0,0,4,6,1927,2007,1,0,2,2,-1,0.0,2,2,3,2.0,2.0,1,4,0.0,4,0.0,656.0,656.0,0,2,1,0,968,0,0,968,0.0,0.0,2,0,4,1,2,5,0,0,-1.0,3,1928.0,0.0,1.0,216.0,1.0,1.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,8,2007,0,0,64500
1951,1952,535382150,30,6,60.0,5400,0,-1.0,0,0,0,1,0,14,0,0,0,0,5,6,1920,1950,1,0,2,2,-1,0.0,2,2,3,1.0,2.0,1,4,0.0,4,0.0,691.0,691.0,0,4,1,1,691,0,0,691,0.0,0.0,1,0,2,1,4,4,0,0,-1.0,3,1920.0,0.0,1.0,216.0,1.0,2.0,2,0,20,94,0,0,0,-1.0,-1,-1,0,1,2007,0,3,86000
1952,1953,535402140,80,6,93.0,10090,0,-1.0,1,0,0,0,0,0,0,0,0,4,7,5,1963,1999,1,0,5,0,2,364.0,2,2,0,2.0,2.0,3,1,242.0,2,483.0,0.0,725.0,0,2,1,0,1035,616,0,1651,0.0,1.0,2,0,4,1,2,6,0,2,2.0,1,1963.0,0.0,1.0,276.0,2.0,2.0,1,460,46,0,0,165,0,-1.0,1,-1,0,10,2007,0,0,172000
1953,1954,535402180,20,6,75.0,8700,0,-1.0,1,0,0,0,0,0,0,0,0,0,5,7,1961,1961,1,0,4,5,2,53.0,2,2,0,2.0,2.0,1,2,192.0,4,0.0,728.0,920.0,0,3,1,0,888,0,0,888,0.0,1.0,1,0,3,1,2,5,0,0,-1.0,0,1961.0,0.0,1.0,240.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,2,2007,2,3,120000
1954,1955,535403030,20,6,66.0,8300,0,-1.0,1,0,0,0,0,0,0,0,0,0,6,6,1968,1968,1,0,2,2,2,86.0,2,2,0,2.0,2.0,2,1,952.0,4,0.0,0.0,952.0,0,3,1,0,952,0,0,952,1.0,0.0,1,0,3,1,2,5,0,0,-1.0,0,1968.0,0.0,1.0,288.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,8,2007,0,0,128500
1955,1956,535426130,60,6,70.0,11606,0,-1.0,1,2,0,0,2,0,0,0,0,1,5,5,1969,1969,1,0,5,0,2,192.0,2,2,1,3.0,2.0,3,1,650.0,4,0.0,390.0,1040.0,0,2,1,0,1040,1040,0,2080,0.0,1.0,1,2,5,1,1,9,0,2,2.0,0,1969.0,0.0,2.0,504.0,2.0,2.0,1,335,0,0,0,0,0,-1.0,-1,-1,0,9,2007,0,2,135000
1956,1957,535450190,50,6,60.0,8064,0,-1.0,0,0,0,1,0,0,5,0,0,2,5,7,1949,2006,1,0,6,7,-1,0.0,2,3,0,2.0,2.0,2,4,0.0,4,0.0,672.0,672.0,0,4,1,0,672,252,0,924,0.0,0.0,1,0,3,1,2,6,0,1,0.0,3,2003.0,0.0,2.0,576.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,1,2,2000,7,2007,0,0,122900
1957,1958,535450220,20,6,60.0,11664,0,-1.0,0,0,0,0,0,0,5,0,0,0,6,5,1948,1950,1,0,6,7,2,206.0,2,2,0,2.0,1.0,1,0,336.0,4,0.0,746.0,1082.0,0,2,1,0,1082,0,0,1082,0.0,0.0,1,0,2,1,2,5,0,1,3.0,3,1948.0,0.0,1.0,240.0,2.0,2.0,1,0,130,0,0,0,0,-1.0,-1,-1,0,11,2007,0,0,119200
1958,1959,535450310,50,6,78.0,10496,0,-1.0,0,0,0,0,0,0,5,0,0,2,6,6,1949,1950,1,0,2,2,2,320.0,2,2,0,2.0,2.0,2,1,196.0,4,0.0,844.0,1040.0,0,4,1,0,1168,678,0,1846,0.0,0.0,2,0,3,1,2,7,0,1,3.0,0,1949.0,0.0,1.0,315.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,3,-1,0,1,2007,0,0,143000
1959,1960,535451040,20,6,60.0,7200,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,7,1950,1950,1,0,6,7,-1,0.0,2,2,0,2.0,2.0,1,0,534.0,1,96.0,246.0,876.0,0,2,1,0,988,0,0,988,0.0,0.0,1,0,3,1,2,6,0,0,-1.0,0,1950.0,0.0,1.0,276.0,2.0,2.0,1,0,80,0,0,0,0,-1.0,-1,-1,0,5,2007,0,0,119000
1960,1961,535451100,20,6,60.0,7200,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,3,1950,1950,1,0,8,6,-1,0.0,2,2,0,2.0,2.0,1,5,432.0,4,0.0,432.0,864.0,0,1,1,1,1238,0,0,1238,0.0,0.0,1,1,3,1,2,6,3,1,2.0,0,1950.0,0.0,1.0,357.0,2.0,2.0,1,0,171,0,0,0,0,-1.0,-1,-1,0,11,2007,0,0,102000
1961,1962,535451110,20,6,60.0,7200,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,8,1950,2002,1,0,1,1,-1,0.0,2,2,0,2.0,2.0,1,2,398.0,0,149.0,317.0,864.0,0,3,1,0,864,0,0,864,1.0,0.0,1,0,3,1,3,5,0,0,-1.0,3,1980.0,1.0,2.0,720.0,2.0,2.0,1,194,0,0,0,0,0,-1.0,-1,-1,0,7,2007,0,0,129000
